sep=,
"Date","Open(QUSD1MFSR=X)","High(QUSD1MFSR=X)","Low(QUSD1MFSR=X)","Last(QUSD1MFSR=X)"
"5/5/2021","","","","0.10563"
"4/5/2021","","","","0.10838"
"30/4/2021","","","","0.10725"
"29/4/2021","","","","0.11013"
"28/4/2021","","","","0.11325"
"27/4/2021","","","","0.11025"
"26/4/2021","","","","0.111"
"23/4/2021","","","","0.111"
"22/4/2021","","","","0.10613"
"21/4/2021","","","","0.11025"
"20/4/2021","","","","0.1075"
"19/4/2021","","","","0.11375"
"16/4/2021","","","","0.11588"
"15/4/2021","","","","0.115"
"14/4/2021","","","","0.11563"
"13/4/2021","","","","0.11463"
"12/4/2021","","","","0.11225"
"9/4/2021","","","","0.11125"
"8/4/2021","","","","0.1105"
"7/4/2021","","","","0.1125"
"6/4/2021","","","","0.11013"
"1/4/2021","","","","0.11038"
"31/3/2021","","","","0.11113"
"30/3/2021","","","","0.11513"
"29/3/2021","","","","0.1085"
"26/3/2021","","","","0.10725"
"25/3/2021","","","","0.10913"
"24/3/2021","","","","0.11025"
"23/3/2021","","","","0.10863"
"22/3/2021","","","","0.10738"
"19/3/2021","","","","0.10838"
"18/3/2021","","","","0.11088"
"17/3/2021","","","","0.11025"
"16/3/2021","","","","0.10813"
"15/3/2021","","","","0.1075"
"12/3/2021","","","","0.10613"
"11/3/2021","","","","0.106"
"10/3/2021","","","","0.10588"
"9/3/2021","","","","0.10713"
"8/3/2021","","","","0.106"
"5/3/2021","","","","0.10325"
"4/3/2021","","","","0.1035"
"3/3/2021","","","","0.103"
"2/3/2021","","","","0.10838"
"1/3/2021","","","","0.10925"
"26/2/2021","","","","0.1185"
"25/2/2021","","","","0.11513"
"24/2/2021","","","","0.1145"
"23/2/2021","","","","0.11763"
"22/2/2021","","","","0.11488"
"19/2/2021","","","","0.1155"
"18/2/2021","","","","0.11113"
"17/2/2021","","","","0.111"
"16/2/2021","","","","0.10825"
"15/2/2021","","","","0.10575"
"12/2/2021","","","","0.10738"
"11/2/2021","","","","0.11225"
"10/2/2021","","","","0.1095"
"9/2/2021","","","","0.11588"
"8/2/2021","","","","0.1205"
"5/2/2021","","","","0.11888"
"4/2/2021","","","","0.1235"
"3/2/2021","","","","0.11325"
"2/2/2021","","","","0.11525"
"1/2/2021","","","","0.113"
"29/1/2021","","","","0.1195"
"28/1/2021","","","","0.12288"
"27/1/2021","","","","0.12075"
"26/1/2021","","","","0.1225"
"25/1/2021","","","","0.1275"
"22/1/2021","","","","0.12475"
"21/1/2021","","","","0.13"
"20/1/2021","","","","0.1285"
"19/1/2021","","","","0.1295"
"18/1/2021","","","","0.13088"
"15/1/2021","","","","0.1295"
"14/1/2021","","","","0.12888"
"13/1/2021","","","","0.1265"
"12/1/2021","","","","0.12725"
"11/1/2021","","","","0.126"
"8/1/2021","","","","0.12638"
"7/1/2021","","","","0.13263"
"6/1/2021","","","","0.132"
"5/1/2021","","","","0.13088"
"4/1/2021","","","","0.13975"
"31/12/2020","","","","0.14388"
"30/12/2020","","","","0.144"
"29/12/2020","","","","0.14675"
"24/12/2020","","","","0.14513"
"23/12/2020","","","","0.148"
"22/12/2020","","","","0.14325"
"21/12/2020","","","","0.14525"
"18/12/2020","","","","0.14375"
"17/12/2020","","","","0.15163"
"16/12/2020","","","","0.15788"
"15/12/2020","","","","0.1525"
"14/12/2020","","","","0.15313"
"11/12/2020","","","","0.15863"
"10/12/2020","","","","0.15388"
"9/12/2020","","","","0.14788"
"8/12/2020","","","","0.14875"
"7/12/2020","","","","0.14575"
"4/12/2020","","","","0.15175"
"3/12/2020","","","","0.15275"
"2/12/2020","","","","0.15213"
"1/12/2020","","","","0.14763"
"30/11/2020","","","","0.15338"
"27/11/2020","","","","0.15475"
"26/11/2020","","","","0.14675"
"25/11/2020","","","","0.1455"
"24/11/2020","","","","0.143"
"23/11/2020","","","","0.15013"
"20/11/2020","","","","0.15013"
"19/11/2020","","","","0.1455"
"18/11/2020","","","","0.1465"
"17/11/2020","","","","0.1495"
"16/11/2020","","","","0.1435"
"13/11/2020","","","","0.13638"
"12/11/2020","","","","0.14088"
"11/11/2020","","","","0.14138"
"10/11/2020","","","","0.14013"
"9/11/2020","","","","0.12988"
"6/11/2020","","","","0.12775"
"5/11/2020","","","","0.12663"
"4/11/2020","","","","0.13613"
"3/11/2020","","","","0.13763"
"2/11/2020","","","","0.1405"
"30/10/2020","","","","0.14025"
"29/10/2020","","","","0.14913"
"28/10/2020","","","","0.14775"
"27/10/2020","","","","0.14463"
"26/10/2020","","","","0.1515"
"23/10/2020","","","","0.15625"
"22/10/2020","","","","0.14925"
"21/10/2020","","","","0.14788"
"20/10/2020","","","","0.14575"
"19/10/2020","","","","0.14338"
"16/10/2020","","","","0.15138"
"15/10/2020","","","","0.14725"
"14/10/2020","","","","0.14575"
"13/10/2020","","","","0.14838"
"12/10/2020","","","","0.14425"
"9/10/2020","","","","0.14525"
"8/10/2020","","","","0.14688"
"7/10/2020","","","","0.147"
"6/10/2020","","","","0.13963"
"5/10/2020","","","","0.14275"
"2/10/2020","","","","0.14"
"1/10/2020","","","","0.1395"
"30/9/2020","","","","0.14825"
"29/9/2020","","","","0.149"
"28/9/2020","","","","0.14663"
"25/9/2020","","","","0.14613"
"24/9/2020","","","","0.14475"
"23/9/2020","","","","0.14813"
"22/9/2020","","","","0.15113"
"21/9/2020","","","","0.15188"
"18/9/2020","","","","0.15575"
"17/9/2020","","","","0.15625"
"16/9/2020","","","","0.15"
"15/9/2020","","","","0.1505"
"14/9/2020","","","","0.15213"
"11/9/2020","","","","0.15238"
"10/9/2020","","","","0.15113"
