date,rate
2023-08-07,5.4239
2023-08-08,5.4197
2023-08-09,5.4204
2023-08-10,5.4187
2023-08-11,5.4191
2023-08-14,5.424
2023-08-15,5.4221
2023-08-16,5.4212
2023-08-17,5.421
2023-08-18,5.4197
2023-08-21,5.4273
2023-08-22,5.4268
2023-08-23,5.435
2023-08-24,5.4388
2023-08-25,5.4515
2023-08-28,5.4631
2023-08-29,5.4548
2023-08-30,5.4582
2023-08-31,5.451
2023-09-01,5.4382
2023-09-05,5.4468
2023-09-06,5.4516
2023-09-07,5.4416
2023-09-08,5.4465
2023-09-11,5.4447
2023-09-12,5.4463
2023-09-13,5.4493
2023-09-14,5.4476
2023-09-15,5.4487
2023-09-18,5.4542
2023-09-19,5.4532
2023-09-20,5.4582
2023-09-21,5.4584
2023-09-22,5.4569
2023-09-25,5.4599
2023-09-26,5.4641
2023-09-27,5.4701
2023-09-28,5.465
2023-09-29,5.4629
2023-10-02,5.4735
2023-10-03,5.4761
2023-10-04,5.4765
2023-10-05,5.4763
2023-10-06,5.4915
2023-10-10,5.4829
2023-10-11,5.4857
2023-10-12,5.4901
2023-10-13,5.4807
2023-10-16,5.4824
2023-10-17,5.4877
2023-10-18,5.4772
2023-10-19,5.4645
2023-10-20,5.4563
2023-10-23,5.4584
2023-10-24,5.4575
2023-10-25,5.4638
2023-10-26,5.4588
2023-10-27,5.4575
2023-10-30,5.4629
2023-10-31,5.4663
2023-11-01,5.4507
2023-11-02,5.4406
2023-11-03,5.4266
2023-11-06,5.4289
2023-11-07,5.425
2023-11-08,5.421
2023-11-09,5.4237
2023-11-10,5.4182
2023-11-13,5.4245
2023-11-14,5.4014
2023-11-15,5.4061
2023-11-16,5.3972
2023-11-17,5.3969
2023-11-20,5.4029
2023-11-21,5.3999
2023-11-22,5.4046
