sep=,
"Date","Open(Q.SR1M)","High(Q.SR1M)","Low(Q.SR1M)","Last(Q.SR1M)"
"20/8/2019","","","","2.1592"
"21/8/2019","","","","2.155"
"22/8/2019","","","","2.1116"
"23/8/2019","","","","2.1138"
"26/8/2019","","","","2.0762"
"27/8/2019","","","","2.0812"
"28/8/2019","","","","2.0848"
"29/8/2019","","","","2.0515"
"30/8/2019","","","","2.0474"
"3/9/2019","","","","2.0331"
"4/9/2019","","","","2.0205"
"5/9/2019","","","","1.9935"
"6/9/2019","","","","2.0011"
"9/9/2019","","","","2.0039"
"10/9/2019","","","","1.9921"
"11/9/2019","","","","1.9862"
"12/9/2019","","","","1.9726"
"13/9/2019","","","","1.9681"
"16/9/2019","","","","1.9622"
"17/9/2019","","","","1.9902"
"18/9/2019","","","","1.9865"
"19/9/2019","","","","1.9731"
"20/9/2019","","","","2.0556"
"23/9/2019","","","","1.9701"
"24/9/2019","","","","1.951"
"25/9/2019","","","","1.9816"
"26/9/2019","","","","1.9719"
"27/9/2019","","","","1.9363"
"30/9/2019","","","","1.9071"
"1/10/2019","","","","1.8935"
"2/10/2019","","","","1.8853"
"3/10/2019","","","","1.8635"
"4/10/2019","","","","1.8433"
"7/10/2019","","","","1.8237"
"8/10/2019","","","","1.8053"
"9/10/2019","","","","1.8021"
